AccountIndustry,AccountName,AccountOwner,AccountId,Amount,CloseDate,DaysSinceLastActivity,ForecastCategory,Id,IsClosed,IsWon,OpportunityName,OpportunityAge,OpportunityOwner,OwnerId,RecordTypeName,StageName,Stage,LeadSource,StageSortOrder,TimeInStageDurationSeconds,Probability,analyticsdemo_batch_id__c
Other,Lower Colorado River Authority,Rachel Reilly,001B000000SS4l1IAD,55000,2019-05-03,20,Commit,006B00000049UzYIAU,false,false,Lower Colorado River Authority 222,22,Rachel Reilly,005B0000003CnfYIAS,Channel (Partner),Closed Lost,Qualification,Fields Sales,2,4397662,20,20190709111258551478
Chemicals,Club Car,Noah Kelly,001B000000SS3rEIAT,25000,2019-02-22,19,Commit,006B00000049UzZIAU,false,false,Club Car 229,68,Noah Kelly,005B0000003CnfJIAS,Simple,Negotiation,Negotiation,Telecoverage,7,18803964,90,20190709111258551478
Chemicals,Club Car,Noah Kelly,001B000000SS3rEIAT,30000,2018-11-09,169,Closed,006B00000049UzaIAE,true,true,Club Car 231,73,Allison Allen,005B0000003CnfGIAS,Channel (Partner),Closed Won,Closed Won,Reseller,8,18803964,100,20190709111258551478
Manufacturing,Rotational Molding Inc,Allison Allen,001B000000SS3rFIAT,8524,2018-05-31,292,Closed,006B00000049UzbIAE,true,true,Rotational Molding Inc 238,81,Allison Allen,005B0000003CnfGIAS,Simple,Closed Won,Closed Won,Reseller,8,25466614,100,20190709111258551478
Entertainment,Barr Systems,Alyssa Williams,001B000000SS4l6IAD,50000,2018-02-04,400,Omitted,006B00000049UzcIAE,true,false,Barr Systems 49,45,Alyssa Williams,005B0000003CnfXIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,35490403,0,20190709111258551478
Entertainment,Barr Systems,Alyssa Williams,001B000000SS4l6IAD,175000,2018-10-26,156,Omitted,006B00000049UzdIAE,true,false,Barr Systems 55,31,Alyssa Williams,005B0000003CnfXIAS,Simple,Closed Lost,Closed Lost,Reseller,9,11593115,0,20190709111258551478
Entertainment,Business Furniture,Amy Shaw,001B000000SS4l7IAD,15000,2017-10-13,526,Omitted,006B00000049UzeIAE,true,false,Business Furniture 57,25,Amy Shaw,005B0000003CnfgIAC,Simple,Closed Lost,Closed Lost,Reseller,9,44572980,0,20190709111258551478
Agriculture,Vistainfo Cananda,Noah Kelly,001B000000SS4l8IAD,20000,2019-03-19,24,Best Case,006B00000049UzfIAE,false,false,Vistainfo Cananda 66,29,Noah Kelly,005B0000003CnfJIAS,Simple,Closed Lost,Proposal/Quote,Reseller,5,1359626,75,20190709111258551478
Food & Beverage,Lantia,Rachel Reilly,001B000000SS3rJIAT,60000,2018-12-07,109,Omitted,006B00000049UzgIAE,true,false,Lantia 77,47,Rachel Reilly,005B0000003CnfYIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,18803964,0,20190709111258551478
Banking,Southern Air,Philip Walton,001B000000SS3rLIAT,4500,2019-04-20,19,Pipeline,006B00000049UzhIAE,false,false,Southern Air 96,52,Philip Walton,005B0000003CnfHIAS,Channel (Partner),Closed Won,Discovery,Reseller,0,4397662,0,20190709111258551478
Transportation,Bound To Stay Bound Books Inc,Alyssa Williams,001B000000SS3rMIAT,16000,2018-10-23,171,Omitted,006B00000049UziIAE,true,false,Bound To Stay Bound Books Inc 123,47,Alyssa Williams,005B0000003CnfXIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,11721381,0,20190709111258551478
Healthcare & Life Sciences,Sales Force Inc,Dennis Huffman,001B000000SS3rPIAT,300000,2018-01-10,456,Omitted,006B00000049UzjIAE,true,false,Sales Force Inc 154,37,Sheri Nunez,005B0000003CnfTIAS,Simple,Closed Lost,Closed Lost,Reseller,9,36751339,0,20190709111258551478
Insurance,Team Labs Corporation,Noah Kelly,001B000000SS3rRIAT,5000,2018-02-20,399,Omitted,006B00000049UzkIAE,true,false,Team Labs Corporation 175,31,Noah Kelly,005B0000003CnfJIAS,Simple,Closed Lost,Closed Lost,Reseller,9,33607962,0,20190709111258551478
Agriculture,Fisher International,Alicia Harrison,001B000000SS3rSIAT,5000,2018-07-07,322,Omitted,006B00000049UzlIAE,true,false,Fisher International 202,97,Alicia Harrison,005B0000003CnfZIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,24800670,0,20190709111258551478
Healthcare & Life Sciences,Netphoria Hosting,Alyssa Williams,001B000000WJE6LIAX,7500,2018-11-17,165,Omitted,006B00000049UzmIAE,true,false,Netphoria Hosting 208,79,Alyssa Williams,005B0000003CnfXIAS,Simple,Closed Lost,Closed Lost,Reseller,9,12408612,0,20190709111258551478
Healthcare & Life Sciences,Netphoria Hosting,Alyssa Williams,001B000000WJE6LIAX,100000,2019-03-13,16,Best Case,006B00000049UznIAE,false,false,Netphoria Hosting 220,78,Alyssa Williams,005B0000003CnfXIAS,Simple,Closed Lost,Proposal/Quote,Fields Sales,5,4397662,75,20190709111258551478
Utilities,Performance Technology Group,Alicia Harrison,001B000000SS3rTIAT,7500,2018-10-01,207,Omitted,006B00000049UzoIAE,true,false,Performance Technology Group 225,53,Alicia Harrison,005B0000003CnfZIAS,Simple,Closed Lost,Closed Lost,Reseller,9,15073405,0,20190709111258551478
Engineering,BuyerZone.com,Sheri Nunez,001B000000SS4lCIAT,7500,2019-01-01,105,Omitted,006B00000049UzpIAE,true,false,BuyerZone.com 245,69,Alyssa Williams,005B0000003CnfXIAS,Channel (Partner),Closed Lost,Closed Lost,Reseller,9,18803964,0,20190709111258551478
Engineering,BuyerZone.com,Sheri Nunez,001B000000SS4lCIAT,7500,2018-04-11,352,Omitted,006B00000049UzqIAE,true,false,BuyerZone.com 246,59,Rachel Reilly,005B0000003CnfYIAS,Simple,Closed Lost,Closed Lost,Reseller,9,29342583,0,20190709111258551478
Engineering,BuyerZone.com,Sheri Nunez,001B000000SS4lCIAT,70000,2018-12-07,117,Omitted,006B00000049UzrIAE,true,false,BuyerZone.com 0,69,Alyssa Williams,005B0000003CnfXIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,18803964,0,20190709111258551478
Recreation,Rainforest2Reef,Sheri Nunez,001B000000SS3rVIAT,7150,2018-10-16,175,Closed,006B00000049UzsIAE,true,true,Rainforest2Reef 4,67,Amy Shaw,005B0000003CnfgIAC,Simple,Closed Won,Closed Won,Other,8,18803964,100,20190709111258551478
Recreation,Marvin F. Poer & Company,Rachel Reilly,001B000000lwNrjIAE,2393,2019-04-02,15,Pipeline,006B00000049UztIAE,false,false,Marvin F. Poer & Company 53,44,Rachel Reilly,005B0000003CnfYIAS,Simple,Closed Lost,Proposal/Quote,Reseller,5,2951439,75,20190709111258551478
Utilities,Ernst & Young-ATL,Sheri Nunez,001B000000SS4lFIAT,50000,2018-12-15,104,Omitted,006B00000049UzuIAE,true,false,Ernst & Young-ATL 71,82,Philip Walton,005B0000003CnfHIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,18803964,0,20190709111258551478
Utilities,Ernst & Young-ATL,Sheri Nunez,001B000000SS4lFIAT,25000,2018-03-15,371,Omitted,006B00000049UzvIAE,true,false,Ernst & Young-ATL 79,21,Dennis Huffman,005B0000003CnfIIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,31302421,0,20190709111258551478
Food & Beverage,Modern Ice,Philip Walton,001B000000SS3raIAD,75000,2017-10-31,493,Omitted,006B00000049UzwIAE,true,false,Modern Ice 84,31,Philip Walton,005B0000003CnfHIAS,Channel (Partner),Closed Lost,Closed Lost,Fields Sales,9,43887547,0,20190709111258551478
Transportation,Bolt Creative,Alicia Harrison,001B000000SS4lHIAT,10000,2018-08-04,222,Omitted,006B00000049UzxIAE,true,false,Bolt Creative 103,61,Alicia Harrison,005B0000003CnfZIAS,Simple,Closed Lost,Closed Lost,Reseller,9,20464475,0,20190709111258551478
Healthcare & Life Sciences,Information Express,Amy Shaw,001B000000SS3rbIAD,12500,2019-04-25,12,Best Case,006B00000049UzyIAE,false,false,Information Express 115,14,Amy Shaw,005B0000003CnfgIAC,Channel (Partner),Closed Lost,Qualification,Fields Sales,2,4397662,20,20190709111258551478
Transportation,She & She Cleaning Services In,Amy Shaw,001B000000WJE6PIAX,52500,2019-03-04,67,Commit,006B00000049UzzIAE,false,false,She & She Cleaning Services In 163,81,Amy Shaw,005B0000003CnfgIAC,Simple,Negotiation,Negotiation,Fields Sales,7,18803964,90,20190709111258551478
Transportation,Summa Technologies,Dennis Huffman,001B000000SS3reIAD,25000,2019-01-03,80,Omitted,006B00000049V00IAE,true,false,Summa Technologies 196,80,Dennis Huffman,005B0000003CnfIIAS,Channel (Partner),Closed Lost,Closed Lost,Reseller,9,8308496,0,20190709111258551478
Manufacturing,McLaren Software,Wayne Blackwell,001B000000WJE6QIAX,16000,2018-03-27,357,Omitted,006B00000049V01IAE,true,false,McLaren Software 199,31,Wayne Blackwell,005B0000003CnfUIAS,Channel (Partner),Closed Lost,Closed Lost,Reseller,9,30084430,0,20190709111258551478
Apparel,Secureinfo Corporation,Wayne Blackwell,001B000000WJE6TIAX,90000,2018-12-28,85,Omitted,006B00000049V02IAE,true,false,Secureinfo Corporation 3,53,Wayne Blackwell,005B0000003CnfUIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,6895833,0,20190709111258551478
Not For Profit,LQ Corporation,Philip Walton,001B000000bwMXYIA2,60000,2018-03-18,366,Omitted,006B00000049V03IAE,true,false,LQ Corporation 9,21,Philip Walton,005B0000003CnfHIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,31378717,0,20190709111258551478
Technology,Vilter Manufacturing Corporation,Rachel Reilly,001B000000SS3rkIAD,273500,2018-03-28,350,Closed,006B00000049V04IAE,true,true,Vilter Manufacturing Corporation 47,5,Rachel Reilly,005B0000003CnfYIAS,Channel (Partner),Closed Won,Closed Won,Fields Sales,8,29822117,100,20190709111258551478
Entertainment,Perceptron,Sheri Nunez,001B000000WJE6VIAX,40000,2019-04-03,36,Best Case,006B00000049V05IAE,false,false,Perceptron 77,51,Sheri Nunez,005B0000003CnfTIAS,Simple,Discovery,Discovery,Fields Sales,0,18803964,0,20190709111258551478
Construction,Piracle,Philip Walton,001B000000SS4lMIAT,46600,2019-01-09,106,Omitted,006B00000049V06IAE,true,false,Piracle 103,57,Philip Walton,005B0000003CnfHIAS,Simple,Closed Lost,Closed Lost,Reseller,9,6157786,0,20190709111258551478
Machinery,Axcelis Technologies,John Peck,001B000000SS3roIAD,50000,2019-01-14,77,Omitted,006B00000049V07IAE,true,false,Axcelis Technologies 112,73,John Peck,005B0000003CnffIAC,Simple,Closed Lost,Closed Lost,Reseller,9,6344485,0,20190709111258551478
Food & Beverage,Platinum Performance,Amy Shaw,001B000000SS3rpIAD,60000,2019-04-06,13,Best Case,006B00000049V08IAE,false,false,Platinum Performance 123,19,Amy Shaw,005B0000003CnfgIAC,Simple,Closed Lost,Discovery,Fields Sales,0,693092,0,20190709111258551478
Utilities,Gca Services Group,Sheri Nunez,001B000000SS4lOIAT,27500,2018-04-14,392,Omitted,006B00000049V09IAE,true,false,Gca Services Group 167,80,Sheri Nunez,005B0000003CnfTIAS,Channel (Partner),Closed Lost,Closed Lost,Reseller,9,28296721,0,20190709111258551478
Retail,Marcus & Millichap Ft. Lauderdale,Philip Walton,001B000000SS4lPIAT,15000,2018-10-09,167,Omitted,006B00000049V0AIAU,true,false,Marcus & Millichap Ft. Lauderdale 181,31,Philip Walton,005B0000003CnfHIAS,Simple,Closed Lost,Closed Lost,Reseller,9,14195867,0,20190709111258551478
Retail,Marcus & Millichap Ft. Lauderdale,Philip Walton,001B000000SS4lPIAT,12500,2019-01-02,125,Omitted,006B00000049V0BIAU,true,false,Marcus & Millichap Ft. Lauderdale 183,83,Wayne Blackwell,005B0000003CnfUIAS,Channel (Partner),Closed Lost,Closed Lost,Reseller,9,8307250,0,20190709111258551478
Not For Profit,Sanyo North America,Rachel Reilly,001B000000bwMXbIAM,51000,2018-12-19,97,Omitted,006B00000049V0CIAU,true,false,Sanyo North America 212,63,Rachel Reilly,005B0000003CnfYIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,18803964,0,20190709111258551478
Shipping,Auxilio,John Peck,001B000000SS4lSIAT,8030,2019-04-13,22,Best Case,006B00000049V0DIAU,false,false,Auxilio 237,55,John Peck,005B0000003CnffIAC,Simple,Closed Won,Proposal/Quote,Reseller,5,4397646,75,20190709111258551478
Shipping,Auxilio,John Peck,001B000000SS4lSIAT,12500,2019-03-14,22,Commit,006B00000049V0EIAU,false,false,Auxilio 241,65,Dennis Huffman,005B0000003CnfIIAS,Simple,Proposal/Quote,Proposal/Quote,Reseller,5,18803964,75,20190709111258551478
Shipping,Auxilio,John Peck,001B000000SS4lSIAT,52000,2018-01-07,439,Omitted,006B00000049V0FIAU,true,false,Auxilio 248,67,Wayne Blackwell,005B0000003CnfUIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,39101224,0,20190709111258551478
Electronics,Brickell Research,Dennis Huffman,001B000000SS3rsIAD,7500,2018-03-21,373,Omitted,006B00000049V0GIAU,true,false,Brickell Research 0,87,Dennis Huffman,005B0000003CnfIIAS,Channel (Partner),Closed Lost,Closed Lost,Fields Sales,9,33120713,0,20190709111258551478
Environmental,SSA Global Technologies,Dennis Huffman,001B000000SS3rvIAD,75000,2019-04-09,36,Best Case,006B00000049V0HIAU,false,false,SSA Global Technologies 56,41,Dennis Huffman,005B0000003CnfIIAS,Simple,Closed Lost,Proposal/Quote,Fields Sales,5,2951677,75,20190709111258551478
Entertainment,TALpx,Amy Shaw,001B000000WJE6aIAH,75000,2018-04-13,339,Omitted,006B00000049V0IIAU,true,false,TALpx 78,39,Amy Shaw,005B0000003CnfgIAC,Simple,Closed Lost,Closed Lost,Fields Sales,9,29761848,0,20190709111258551478
Communications,General Data Company,Alyssa Williams,001B000000SS3ryIAD,10000,2018-01-15,423,Omitted,006B00000049V0JIAU,true,false,General Data Company 88,31,Alyssa Williams,005B0000003CnfXIAS,Simple,Closed Lost,Closed Lost,Reseller,9,37238002,0,20190709111258551478
Utilities,MCY.COM,Alicia Harrison,001B000000SS3s0IAD,55000,2018-03-13,393,Omitted,006B00000049V0KIAU,true,false,MCY.COM 137,68,Alicia Harrison,005B0000003CnfZIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,32894248,0,20190709111258551478
Utilities,APL Logistics Ltd,Alicia Harrison,001B000000SS3s1IAD,55000,2018-03-04,400,Omitted,006B00000049V0LIAU,true,false,APL Logistics Ltd 143,59,Alicia Harrison,005B0000003CnfZIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,33737468,0,20190709111258551478
Entertainment,Realization Technologies,Rachel Reilly,001B000000SS4lTIAT,100000,2018-12-01,126,Omitted,006B00000049V0MIAU,true,false,Realization Technologies 160,29,Amy Shaw,005B0000003CnfgIAC,Channel (Partner),Closed Lost,Closed Lost,Reseller,9,18803964,0,20190709111258551478
Not For Profit,Esmertec,Allison Allen,001B000000SS4lUIAT,10000,2018-05-07,333,Closed,006B00000049V0NIAU,true,true,Esmertec 173,78,Allison Allen,005B0000003CnfGIAS,Simple,Closed Won,Closed Won,Reseller,8,28366269,100,20190709111258551478
Government,Babbage Simmel,Amy Shaw,001B000000SS4lVIAT,5000,2019-04-26,6,Best Case,006B00000049V0OIAU,false,false,Babbage Simmel 187,28,Amy Shaw,005B0000003CnfgIAC,Simple,Closed Won,Qualification,Fields Sales,2,4397646,20,20190709111258551478
Government,Babbage Simmel,Amy Shaw,001B000000SS4lVIAT,50000,2018-09-14,214,Omitted,006B00000049V0PIAU,true,false,Babbage Simmel 188,40,Philip Walton,005B0000003CnfHIAS,Simple,Closed Lost,Closed Lost,Telecoverage,9,16271289,0,20190709111258551478
Government,Babbage Simmel,Amy Shaw,001B000000SS4lVIAT,71000,2017-12-25,467,Omitted,006B00000049V0QIAU,true,false,Babbage Simmel 194,35,Dennis Huffman,005B0000003CnfIIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,38855301,0,20190709111258551478
Construction,Yube,Philip Walton,001B000000SS4lWIAT,20000,2018-05-03,315,Omitted,006B00000049V0RIAU,true,false,Yube 204,69,Philip Walton,005B0000003CnfHIAS,Simple,Closed Lost,Closed Lost,Telesales,9,27226743,0,20190709111258551478
Chemicals,Siemens Traffic Solutions,Alyssa Williams,001B000000WJE6hIAH,10000,2018-07-26,232,Omitted,006B00000049V0SIAU,true,false,Siemens Traffic Solutions 225,28,Alyssa Williams,005B0000003CnfXIAS,Simple,Closed Lost,Closed Lost,Reseller,9,20187642,0,20190709111258551478
Chemicals,Siemens Traffic Solutions,Alyssa Williams,001B000000WJE6hIAH,15000,2018-03-20,372,Omitted,006B00000049V0TIAU,true,false,Siemens Traffic Solutions 226,33,Amy Shaw,005B0000003CnfgIAC,Channel (Partner),Closed Lost,Closed Lost,Reseller,9,31419898,0,20190709111258551478
Financial Services,Abacus Data Systems,Noah Kelly,001B000000SS4lXIAT,82500,2018-12-25,114,Closed,006B00000049V0UIAU,true,true,Abacus Data Systems 229,69,Noah Kelly,005B0000003CnfJIAS,Simple,Closed Won,Closed Won,Reseller,8,18803964,100,20190709111258551478
Healthcare & Life Sciences,Island Data,Wayne Blackwell,001B000000SS4lYIAT,52500,2018-04-21,341,Omitted,006B00000049V0VIAU,true,false,Island Data 240,26,Wayne Blackwell,005B0000003CnfUIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,27747117,0,20190709111258551478
Healthcare & Life Sciences,Island Data,Wayne Blackwell,001B000000SS4lYIAT,75000,2018-10-16,143,Omitted,006B00000049V0WIAU,true,false,Island Data 242,16,Wayne Blackwell,005B0000003CnfUIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,12702712,0,20190709111258551478
Construction,Amcor Flexibles,Alyssa Williams,001B000000bwMXfIAM,100000,2018-09-19,180,Omitted,006B00000049V0XIAU,true,false,Amcor Flexibles 67,13,Alyssa Williams,005B0000003CnfXIAS,Channel (Partner),Closed Lost,Closed Lost,Fields Sales,9,15025639,0,20190709111258551478
Construction,Amcor Flexibles,Alyssa Williams,001B000000bwMXfIAM,7500,2018-03-24,349,Omitted,006B00000049V0YIAU,true,false,Amcor Flexibles 69,45,Wayne Blackwell,005B0000003CnfUIAS,Simple,Closed Lost,Closed Lost,Reseller,9,31254902,0,20190709111258551478
Construction,Amcor Flexibles,Alyssa Williams,001B000000bwMXfIAM,75000,2018-09-08,218,Omitted,006B00000049V0ZIAU,true,false,Amcor Flexibles 72,69,Sheri Nunez,005B0000003CnfTIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,17375876,0,20190709111258551478
Education,CardCare,Alicia Harrison,001B000000SS3s7IAD,5000,2018-07-30,277,Omitted,006B00000049V0aIAE,true,false,CardCare 109,93,Allison Allen,005B0000003CnfGIAS,Simple,Closed Lost,Closed Lost,Reseller,9,21487132,0,20190709111258551478
Hospitality,Horsehead Holding Corp.,Allison Allen,001B000000WJE6lIAH,14490,2019-02-10,63,Closed,006B00000049V0bIAE,true,true,Horsehead Holding Corp. 120,51,Wayne Blackwell,005B0000003CnfUIAS,Simple,Closed Won,Closed Won,Fields Sales,8,18803964,100,20190709111258551478
Recreation,Exceed Communications Intl Inc,Allison Allen,001B000000SS4leIAD,17500,2019-03-23,8,Best Case,006B00000049V0cIAE,false,false,Exceed Communications Intl Inc 138,16,Allison Allen,005B0000003CnfGIAS,Simple,Closed Lost,Discovery,Reseller,0,580828,0,20190709111258551478
Recreation,Exceed Communications Intl Inc,Allison Allen,001B000000SS4leIAD,18500,2019-04-28,5,Best Case,006B00000049V0dIAE,false,false,Exceed Communications Intl Inc 143,32,Noah Kelly,005B0000003CnfJIAS,Channel (Partner),Closed Won,Discovery,Reseller,0,1273708,0,20190709111258551478
Banking,Racom Corporation,Noah Kelly,001B000000SS3sAIAT,869,2018-03-23,408,Closed,006B00000049V0eIAE,true,true,Racom Corporation 249,80,Noah Kelly,005B0000003CnfJIAS,Simple,Closed Won,Closed Won,Reseller,8,30858236,100,20190709111258551478
Agriculture,Altera Corp.,Alyssa Williams,001B000000SS4lkIAD,10000,2019-04-28,19,Best Case,006B00000049V0fIAE,false,false,Altera Corp. 10,22,Alyssa Williams,005B0000003CnfXIAS,Simple,Qualification,Qualification,Reseller,2,18803964,20,20190709111258551478
Not For Profit,Otobis,Sheri Nunez,001B000000lwNrmIAE,55000,2018-01-01,484,Omitted,006B00000049V0gIAE,true,false,Otobis 49,67,Sheri Nunez,005B0000003CnfTIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,39967256,0,20190709111258551478
Not For Profit,Otobis,Sheri Nunez,001B000000lwNrmIAE,99999,2018-12-07,90,Omitted,006B00000049V0hIAE,true,false,Otobis 55,0,Amy Shaw,005B0000003CnfgIAC,Channel (Partner),Closed Lost,Closed Lost,Fields Sales,9,18803964,0,20190709111258551478
Media,Empire Blue Cross Blue Shield,Sheri Nunez,001B000000bwMXhIAM,10103,2018-03-31,410,Closed,006B00000049V0iIAE,true,true,Empire Blue Cross Blue Shield 99,77,Amy Shaw,005B0000003CnfgIAC,Simple,Closed Won,Closed Won,Reseller,8,29900701,100,20190709111258551478
Recreation,Clavib,Amy Shaw,001B000000lwNrnIAE,10000,2019-01-01,79,Omitted,006B00000049V0jIAE,true,false,Clavib 178,20,Amy Shaw,005B0000003CnfgIAC,Channel (Partner),Closed Lost,Closed Lost,Reseller,9,18803964,0,20190709111258551478
Manufacturing,Prescolite,Philip Walton,001B000000SS4luIAD,2500,2019-03-25,9,Commit,006B00000049V0kIAE,false,false,Prescolite 207,9,Alicia Harrison,005B0000003CnfZIAS,Simple,Closed Lost,Qualification,Telesales,2,4397646,20,20190709111258551478
Apparel,Duke Energy,Sheri Nunez,001B000000WJE6oIAH,70000,2018-11-30,147,Omitted,006B00000049V0lIAE,true,false,Duke Energy 210,69,John Peck,005B0000003CnffIAC,Channel (Partner),Closed Lost,Closed Lost,Fields Sales,9,18803964,0,20190709111258551478
Apparel,Duke Energy,Sheri Nunez,001B000000WJE6oIAH,100000,2018-01-15,422,Omitted,006B00000049V0mIAE,true,false,Duke Energy 211,56,Sheri Nunez,005B0000003CnfTIAS,Channel (Partner),Closed Lost,Closed Lost,Fields Sales,9,37056366,0,20190709111258551478
Telecommunications,Vitesse Learning,Noah Kelly,001B000000SS3sFIAT,40000,2019-04-01,10,Pipeline,006B00000049V0nIAE,false,false,Vitesse Learning 9,11,Noah Kelly,005B0000003CnfJIAS,Simple,Closed Lost,Qualification,Reseller,2,4397646,20,20190709111258551478
Energy,Direct Hit Inc,Amy Shaw,001B000000lwNroIAE,25000,2018-12-13,102,Omitted,006B00000049V0oIAE,true,false,Direct Hit Inc 10,23,Amy Shaw,005B0000003CnfgIAC,Simple,Closed Lost,Closed Lost,Reseller,9,18803964,0,20190709111258551478
Construction,Benchmark Electronics,Rachel Reilly,001B000000SS4lvIAD,17500,2018-10-20,143,Omitted,006B00000049V0pIAE,true,false,Benchmark Electronics 28,31,Allison Allen,005B0000003CnfGIAS,Channel (Partner),Closed Lost,Closed Lost,Fields Sales,9,18803964,0,20190709111258551478
