"AccountIndustry","AccountName","AccountOwner","AccountId","Amount","CloseDate","DaysSinceLastActivity","ForecastCategory","Id","IsClosed","IsWon","OpportunityName","OpportunityAge","OpportunityOwner","OwnerId","RecordTypeName","StageName","Stage","LeadSource","StageSortOrder","TimeInStageDurationSeconds","Probability"
"Insurance","eWork","Dennis Huffman","001B000000WJE8TIAX",75000,"2018-07-08",267,"Omitted","006B00000049V5vIAE","true","false","eWork 41",39,"Sheri Nunez","005B0000003CnfTIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,22541838,0
"Construction","Kato Engineering","Wayne Blackwell","001B000000SS4omIAD",6400,"2018-04-13",366,"Omitted","006B00000049V5wIAE","true","false","Kato Engineering 81",43,"Wayne Blackwell","005B0000003CnfUIAS","Simple","Closed Lost","Closed Lost","Reseller",9,29885215,0
"Banking","Medallion Bank","Rachel Reilly","001B000000SS3wzIAD",7500,"2017-12-26",438,"Omitted","006B00000049V5xIAE","true","false","Medallion Bank 98",1,"Rachel Reilly","005B0000003CnfYIAS","Simple","Closed Lost","Closed Lost","Telesales",9,37740806,0
"Healthcare & Life Sciences","Appsolve.com","Alyssa Williams","001B000000WJE8UIAX",5000,"2018-03-06",372,"Omitted","006B00000049V5yIAE","true","false","Appsolve.com 120",45,"Alyssa Williams","005B0000003CnfXIAS","Channel (Partner)","Closed Lost","Closed Lost","Other",9,32016905,0
"Energy","Evans Data Corporation","Noah Kelly","001B000000WJE8WIAX",5000,"2018-09-24",182,"Omitted","006B00000049V5zIAE","true","false","Evans Data Corporation 155",47,"Amy Shaw","005B0000003CnfgIAC","Simple","Closed Lost","Closed Lost","Fields Sales",9,18803929,0
"Biotechnology","Trench Safety & Supply","Dennis Huffman","001B000000SS3x4IAD",22500,"2017-12-30",465,"Omitted","006B00000049V60IAE","true","false","Trench Safety & Supply 172",33,"Dennis Huffman","005B0000003CnfIIAS","Simple","Closed Lost","Closed Lost","Reseller",9,38337838,0
"Manufacturing","Local Sports Connection","Allison Allen","001B000000SS4opIAD",10000,"2018-09-16",175,"Omitted","006B00000049V61IAE","true","false","Local Sports Connection 205",12,"Alicia Harrison","005B0000003CnfZIAS","Simple","Closed Lost","Closed Lost","Reseller",9,18803929,0
"Manufacturing","Local Sports Connection","Allison Allen","001B000000SS4opIAD",25000,"2019-01-25",56,"Omitted","006B00000049V62IAE","true","false","Local Sports Connection 210",28,"Allison Allen","005B0000003CnfGIAS","Channel (Partner)","Closed Lost","Closed Lost","Other",9,3712578,0
"Telecommunications","Landmark Plastic Corporation","Alicia Harrison","001B000000SS3x7IAD",25000,"2018-02-27",380,"Omitted","006B00000049V63IAE","true","false","Landmark Plastic Corporation 225",26,"Alicia Harrison","005B0000003CnfZIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,32353227,0
"Banking","Appro International Inc","Noah Kelly","001B000000SS4osIAD",12500,"2018-11-01",143,"Omitted","006B00000049V64IAE","true","false","Appro International Inc 25",21,"Wayne Blackwell","005B0000003CnfUIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,18803929,0
"Banking","Appro International Inc","Noah Kelly","001B000000SS4osIAD",50000,"2018-09-28",174,"Omitted","006B00000049V65IAE","true","false","Appro International Inc 29",29,"Noah Kelly","005B0000003CnfJIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,14747074,0
"Entertainment","Pacific Netsoft","Dennis Huffman","001B000000SS4otIAD",2250,"2018-04-09",352,"Omitted","006B00000049V66IAE","true","false","Pacific Netsoft 50",20,"Dennis Huffman","005B0000003CnfIIAS","Simple","Closed Lost","Closed Lost","Reseller",9,28964063,0
"Entertainment","Pacific Netsoft","Dennis Huffman","001B000000SS4otIAD",9750,"2019-01-21",62,"Closed","006B00000049V67IAE","true","true","Pacific Netsoft 56",35,"Dennis Huffman","005B0000003CnfIIAS","Channel (Partner)","Closed Won","Closed Won","Reseller",8,4798949,100
"Apparel","Modine Manufacturing Company Inc","Noah Kelly","001B000000SS4ovIAD",100000,"2019-04-15",5,"Best Case","006B00000049V68IAE","false","false","Modine Manufacturing Company Inc 140",5,"Noah Kelly","005B0000003CnfJIAS","Channel (Partner)","Closed Lost","Discovery","Fields Sales",0,393732,0
"Agriculture","Hanebutt Consulting Group","Sheri Nunez","001B000000SS3xIIAT",50000,"2019-01-20",64,"Omitted","006B00000049V69IAE","true","false","Hanebutt Consulting Group 159",38,"Rachel Reilly","005B0000003CnfYIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,4429881,0
"Media","Comsearch","Sheri Nunez","001B000000SS3xKIAT",150000,"2018-09-24",189,"Omitted","006B00000049V6AIAU","true","false","Comsearch 180",31,"Sheri Nunez","005B0000003CnfTIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,14834625,0
"Media","Comsearch","Sheri Nunez","001B000000SS3xKIAT",15000,"2017-11-03",500,"Omitted","006B00000049V6BIAU","true","false","Comsearch 183",13,"Allison Allen","005B0000003CnfGIAS","Channel (Partner)","Closed Lost","Closed Lost","Reseller",9,42680668,0
"Utilities","Keystone Information Systems","Alicia Harrison","001B000000WJE8dIAH",25000,"2018-07-05",247,"Omitted","006B00000049V6CIAU","true","false","Keystone Information Systems 220",8,"Alicia Harrison","005B0000003CnfZIAS","Simple","Closed Lost","Closed Lost","Reseller",9,21481815,0
"Utilities","AMETEK","Amy Shaw","001B000000lwNsTIAU",75000,"2018-10-16",150,"Closed","006B00000049V6DIAU","true","true","AMETEK 254",8,"Amy Shaw","005B0000003CnfgIAC","Simple","Closed Won","Closed Won","Fields Sales",8,12472182,100
"Utilities","AMETEK","Amy Shaw","001B000000lwNsTIAU",15000,"2018-10-13",170,"Omitted","006B00000049V6EIAU","true","false","AMETEK 2",31,"Alicia Harrison","005B0000003CnfZIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,18803929,0
"Energy","Fluence Technology","Rachel Reilly","001B000000SS3xPIAT",270125,"2019-01-13",85,"Closed","006B00000049V6FIAU","true","true","Fluence Technology 13",39,"Rachel Reilly","005B0000003CnfYIAS","Simple","Closed Won","Closed Won","Reseller",8,6045840,100
"Chemicals","Covenant Technology Services","Allison Allen","001B000000SS3xQIAT",3250,"2018-09-17",182,"Omitted","006B00000049V6GIAU","true","false","Covenant Technology Services 35",26,"Dennis Huffman","005B0000003CnfIIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,18803929,0
"Shipping","Copper Mountain Networks Inc","Alyssa Williams","001B000000bwMYoIAM",17500,"2017-12-31",439,"Omitted","006B00000049V6HIAU","true","false","Copper Mountain Networks Inc 46",26,"Alyssa Williams","005B0000003CnfXIAS","Simple","Closed Lost","Closed Lost","Reseller",9,37768974,0
"Apparel","Beyond Ballistic","Allison Allen","001B000000SS3xUIAT",7500,"2018-07-25",229,"Omitted","006B00000049V6IIAU","true","false","Beyond Ballistic 89",12,"Allison Allen","005B0000003CnfGIAS","Channel (Partner)","Closed Lost","Closed Lost","Reseller",9,19556685,0
"Consulting","Syntrio","Noah Kelly","001B000000SS3xVIAT",500,"2018-04-15",329,"Omitted","006B00000049V6JIAU","true","false","Syntrio 116",42,"Noah Kelly","005B0000003CnfJIAS","Simple","Closed Lost","Closed Lost","Reseller",9,29268396,0
"Consulting","Syntrio","Noah Kelly","001B000000SS3xVIAT",60000,"2018-05-07",315,"Omitted","006B00000049V6KIAU","true","false","Syntrio 118",35,"Sheri Nunez","005B0000003CnfTIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,27590992,0
"Hospitality","Tenet HealthSystem HealthCorp","Dennis Huffman","001B000000SS3xWIAT",7500,"2018-01-08",431,"Omitted","006B00000049V6LIAU","true","false","Tenet HealthSystem HealthCorp 133",34,"Dennis Huffman","005B0000003CnfIIAS","Simple","Closed Lost","Closed Lost","Telesales",9,37160294,0
"Food & Beverage","Pacific Scientific","John Peck","001B000000SS3xXIAT",5556,"2018-12-30",77,"Closed","006B00000049V6MIAU","true","true","Pacific Scientific 141",30,"Rachel Reilly","005B0000003CnfYIAS","Simple","Closed Won","Closed Won","Reseller",8,18803929,100
"Entertainment","jobwarehouse.com","Sheri Nunez","001B000000WJE8fIAH",15000,"2017-10-15",513,"Omitted","006B00000049V6NIAU","true","false","jobwarehouse.com 191",7,"Sheri Nunez","005B0000003CnfTIAS","Channel (Partner)","Closed Lost","Closed Lost","Reseller",9,44015118,0
"Retail","Harvey Software","Alicia Harrison","001B000000SS3xcIAD",10000,"2018-03-18",368,"Omitted","006B00000049V6OIAU","true","false","Harvey Software 212",13,"Alyssa Williams","005B0000003CnfXIAS","Simple","Closed Lost","Closed Lost","Reseller",9,31060643,0
"Government","Dimensional Insight Incorporated","Philip Walton","001B000000WJE8gIAH",52500,"2018-09-06",192,"Omitted","006B00000049V6PIAU","true","false","Dimensional Insight Incorporated 224",17,"Philip Walton","005B0000003CnfHIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,18803929,0
"Banking","Avalanche Technology","Sheri Nunez","001B000000bwMYrIAM",0,"2018-02-06",424,"Omitted","006B00000049V6QIAU","true","false","Avalanche Technology 235",43,"Sheri Nunez","005B0000003CnfTIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,34312693,0
"Banking","Avalanche Technology","Sheri Nunez","001B000000bwMYrIAM",7500,"2019-02-07",36,"Omitted","006B00000049V6RIAU","true","false","Avalanche Technology 237",13,"Philip Walton","005B0000003CnfHIAS","Simple","Closed Lost","Closed Lost","Reseller",9,3024383,0
"Consulting","Kbch Inc","Dennis Huffman","001B000000SS4p6IAD",2000,"2019-02-28",26,"Best Case","006B00000049V6SIAU","false","false","Kbch Inc 3",38,"Dennis Huffman","005B0000003CnfIIAS","Simple","Discovery","Discovery","Reseller",0,18803929,0
"Machinery","Ticor Titles Company","Amy Shaw","001B000000SS3xeIAD",10000,"2018-04-27",327,"Omitted","006B00000049V6TIAU","true","false","Ticor Titles Company 17",15,"Amy Shaw","005B0000003CnfgIAC","Simple","Closed Lost","Closed Lost","Reseller",9,27523263,0
"Food & Beverage","Corporatech","Amy Shaw","001B000000SS4p9IAD",52500,"2018-11-24",112,"Omitted","006B00000049V6UIAU","true","false","Corporatech 47",23,"Amy Shaw","005B0000003CnfgIAC","Simple","Closed Lost","Closed Lost","Reseller",9,18803929,0
"Agriculture","Small Business Assistance Center","Wayne Blackwell","001B000000SS3xgIAD",27500,"2018-05-30",282,"Omitted","006B00000049V6VIAU","true","false","Small Business Assistance Center 58",31,"Wayne Blackwell","005B0000003CnfUIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,25110482,0
"Agriculture","Small Business Assistance Center","Wayne Blackwell","001B000000SS3xgIAD",15000,"2017-12-19",472,"Omitted","006B00000049V6WIAU","true","false","Small Business Assistance Center 59",40,"Sheri Nunez","005B0000003CnfTIAS","Channel (Partner)","Closed Lost","Closed Lost","Reseller",9,39299157,0
"Agriculture","Small Business Assistance Center","Wayne Blackwell","001B000000SS3xgIAD",3000,"2018-04-18",344,"Closed","006B00000049V6XIAU","true","true","Small Business Assistance Center 60",41,"Allison Allen","005B0000003CnfGIAS","Simple","Closed Won","Closed Won","Telesales",8,29624830,100
"Agriculture","Small Business Assistance Center","Wayne Blackwell","001B000000SS3xgIAD",100000,"2018-03-01",372,"Omitted","006B00000049V6YIAU","true","false","Small Business Assistance Center 62",35,"Alyssa Williams","005B0000003CnfXIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,32765664,0
"Hospitality","SmartBride","Wayne Blackwell","001B000000lwNsWIAU",9000,"2018-04-21",337,"Omitted","006B00000049V6ZIAU","true","false","SmartBride 68",40,"Dennis Huffman","005B0000003CnfIIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,27948965,0
"Agriculture","Streaming Faith","Wayne Blackwell","001B000000SS4pAIAT",10207,"2019-03-30",7,"Best Case","006B00000049V6aIAE","false","false","Streaming Faith 81",25,"Wayne Blackwell","005B0000003CnfUIAS","Channel (Partner)","Closed Won","Discovery","Reseller",0,877802,0
"Utilities","Pindar Systems Inc","Alyssa Williams","001B000000WJE8iIAH",4500,"2017-10-24",521,"Omitted","006B00000049V6bIAE","true","false","Pindar Systems Inc 111",35,"Alyssa Williams","005B0000003CnfXIAS","Channel (Partner)","Closed Lost","Closed Lost","Reseller",9,43209999,0
"Electronics","Powersim AS","Amy Shaw","001B000000bwMYtIAM",250000,"2018-10-09",180,"Omitted","006B00000049V6cIAE","true","false","Powersim AS 114",42,"Amy Shaw","005B0000003CnfgIAC","Simple","Closed Lost","Closed Lost","Fields Sales",9,16173980,0
"Transportation","Helloworld","John Peck","001B000000bwMYuIAM",15000,"2018-12-19",79,"Omitted","006B00000049V6dIAE","true","false","Helloworld 120",12,"John Peck","005B0000003CnffIAC","Simple","Closed Lost","Closed Lost","Fields Sales",9,18803929,0
"Government","OmniSource Corporation","John Peck","001B000000SS3xkIAD",2500,"2019-01-06",68,"Omitted","006B00000049V6eIAE","true","false","OmniSource Corporation 159",20,"John Peck","005B0000003CnffIAC","Simple","Closed Lost","Closed Lost","Fields Sales",9,5629840,0
"Government","OmniSource Corporation","John Peck","001B000000SS3xkIAD",11000,"2018-04-24",332,"Omitted","006B00000049V6fIAE","true","false","OmniSource Corporation 161",34,"Sheri Nunez","005B0000003CnfTIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,28826388,0
"Insurance","Punch Stock","Alyssa Williams","001B000000bwMYvIAM",15000,"2018-12-06",102,"Closed","006B00000049V6gIAE","true","true","Punch Stock 166",12,"Alyssa Williams","005B0000003CnfXIAS","Channel (Partner)","Closed Won","Closed Won","Fields Sales",8,18803929,100
"Machinery","I O Partners Inc","Rachel Reilly","001B000000SS3xoIAD",5000,"2017-10-03",525,"Omitted","006B00000049V6hIAE","true","false","I O Partners Inc 208",4,"Rachel Reilly","005B0000003CnfYIAS","Simple","Closed Lost","Closed Lost","Reseller",9,45143915,0
"Engineering","Hurricane Consulting","Sheri Nunez","001B000000SS4pGIAT",12500,"2018-07-23",235,"Omitted","006B00000049V6iIAE","true","false","Hurricane Consulting 231",13,"Sheri Nunez","005B0000003CnfTIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,20024398,0
"Food & Beverage","Comtech EF Data","Allison Allen","001B000000bwMYwIAM",5000,"2018-12-02",102,"Omitted","006B00000049V6jIAE","true","false","Comtech EF Data 20",35,"Allison Allen","005B0000003CnfGIAS","Channel (Partner)","Closed Lost","Closed Lost","Reseller",9,18803929,0
"Media","Valley Paper and Packaging","Dennis Huffman","001B000000SS3xuIAD",3500,"2019-01-23",59,"Omitted","006B00000049V6kIAE","true","false","Valley Paper and Packaging 25",34,"Dennis Huffman","005B0000003CnfIIAS","Simple","Closed Lost","Closed Lost","Telesales",9,4830220,0
"Not For Profit","Advanced Innovated Marketing","Alyssa Williams","001B000000SS4pHIAT",12500,"2018-09-02",191,"Omitted","006B00000049V6lIAE","true","false","Advanced Innovated Marketing 26",13,"Alyssa Williams","005B0000003CnfXIAS","Channel (Partner)","Closed Lost","Closed Lost","Fields Sales",9,18803929,0
"Chemicals","HostPro - Boise","Alicia Harrison","001B000000WJE8lIAH",15000,"2018-04-29",343,"Omitted","006B00000049V6mIAE","true","false","HostPro - Boise 87",39,"Alicia Harrison","005B0000003CnfZIAS","Channel (Partner)","Closed Lost","Closed Lost","Other",9,27604080,0
"Utilities","Click Things","Alicia Harrison","001B000000lwNsXIAU",500,"2018-09-16",201,"Omitted","006B00000049V6nIAE","true","false","Click Things 114",33,"Alicia Harrison","005B0000003CnfZIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,18803929,0
"Utilities","Click Things","Alicia Harrison","001B000000lwNsXIAU",15,"2019-01-05",92,"Omitted","006B00000049V6oIAE","true","false","Click Things 115",39,"Wayne Blackwell","005B0000003CnfUIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,18803929,0
"Construction","ZL Technologies","Alicia Harrison","001B000000SS3y3IAD",35000,"2018-11-29",106,"Omitted","006B00000049V6pIAE","true","false","ZL Technologies 145",13,"Alicia Harrison","005B0000003CnfZIAS","Channel (Partner)","Closed Lost","Closed Lost","Reseller",9,18803929,0
"Shipping","DK Publishing","Dennis Huffman","001B000000SS3y4IAD",100000,"2018-04-03",341,"Omitted","006B00000049V6qIAE","true","false","DK Publishing 164",13,"Dennis Huffman","005B0000003CnfIIAS","Simple","Closed Lost","Closed Lost","Reseller",9,29618008,0
"Hospitality","Allin Corporation","John Peck","001B000000SS3y6IAD",16250,"2018-09-18",178,"Omitted","006B00000049V6rIAE","true","false","Allin Corporation 185",36,"Sheri Nunez","005B0000003CnfTIAS","Simple","Closed Lost","Closed Lost","Other",9,18803929,0
"Hospitality","Allin Corporation","John Peck","001B000000SS3y6IAD",25000,"2018-07-12",262,"Omitted","006B00000049V6sIAE","true","false","Allin Corporation 187",25,"John Peck","005B0000003CnffIAC","Simple","Closed Lost","Closed Lost","Telecoverage",9,20914374,0
"Financial Services","D&W Fine Pack Holdings","Allison Allen","001B000000SS3y8IAD",10000,"2018-09-15",175,"Omitted","006B00000049V6tIAE","true","false","D&W Fine Pack Holdings 227",10,"Alicia Harrison","005B0000003CnfZIAS","Simple","Closed Lost","Closed Lost","Reseller",9,18803929,0
"Financial Services","D&W Fine Pack Holdings","Allison Allen","001B000000SS3y8IAD",40000,"2017-10-09",518,"Omitted","006B00000049V6uIAE","true","false","D&W Fine Pack Holdings 235",7,"Rachel Reilly","005B0000003CnfYIAS","Simple","Closed Lost","Closed Lost","Reseller",9,44563760,0
"Machinery","Wallace Integrated Graphics","Philip Walton","001B000000lwNsYIAU",32500,"2018-04-12",346,"Closed","006B00000049V6vIAE","true","true","Wallace Integrated Graphics 244",36,"Philip Walton","005B0000003CnfHIAS","Channel (Partner)","Closed Won","Closed Won","Fields Sales",8,29235290,100
"Retail","Interactions","Sheri Nunez","001B000000SS3y9IAD",150000,"2018-12-09",92,"Omitted","006B00000049V6wIAE","true","false","Interactions 251",7,"Sheri Nunez","005B0000003CnfTIAS","Channel (Partner)","Closed Lost","Closed Lost","Fields Sales",9,7921166,0
"Government","Harmony Ball Co","Alyssa Williams","001B000000SS3yAIAT",2500,"2018-04-08",341,"Omitted","006B00000049V6xIAE","true","false","Harmony Ball Co 9",13,"Alyssa Williams","005B0000003CnfXIAS","Simple","Closed Lost","Closed Lost","Reseller",9,29143325,0
"Engineering","Electromec Sales","Alyssa Williams","001B000000SS4pLIAT",60000,"2018-10-17",159,"Closed","006B00000049V6yIAE","true","true","Electromec Sales 33",35,"Noah Kelly","005B0000003CnfJIAS","Simple","Closed Won","Closed Won","Fields Sales",8,13582678,100
"Engineering","Electromec Sales","Alyssa Williams","001B000000SS4pLIAT",11741,"2019-02-02",37,"Closed","006B00000049V6zIAE","true","true","Electromec Sales 40",34,"Allison Allen","005B0000003CnfGIAS","Simple","Closed Won","Closed Won","Reseller",8,3181438,100
"Biotechnology","Idea Forest","Rachel Reilly","001B000000SS3yCIAT",15000,"2018-07-02",253,"Omitted","006B00000049V70IAE","true","false","Idea Forest 82",13,"Rachel Reilly","005B0000003CnfYIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,21526239,0
